alpha_band,alpha_gt,base_clip_id,beta_gt,beta_sign,camera_a,camera_b,camera_pair_category,common_overlap_frames,fps,low_motion,offset_band,original_end_frame,original_start_frame,person_id,protocol,sample_id,seed,source_sequence_id,split,valid_warped_start,valid_warped_stop_exclusive,velocity_bucket,velocity_cm_s
one_control,1.0,46347a185abb0d78cef4,7.5,positive,00_04,00_13,medium,64,29.97,False,near_boundary,6177,6106,10,offset,40ef81a7cbdc78b9d145a38a,2908,160226_haggling1,test,0,64,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,-2.0,negative,00_04,00_13,medium,69,29.97,False,small_medium,6177,6106,10,affine,ca545f6d4fc69494cffcde2a,2908,160226_haggling1,test,3,72,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,0.0,zero,00_04,00_13,medium,72,29.97,False,zero,6177,6106,10,affine,b8eb64dedea4ca974af5939f,2908,160226_haggling1,test,0,72,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,2.0,positive,00_04,00_13,medium,72,29.97,False,small_medium,6177,6106,10,affine,ffa46088d21ad2f11a05cc28,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-2.0,negative,00_04,00_13,medium,70,29.97,False,small_medium,6177,6106,10,affine,2a0b8a7bb7870c210fd73b6d,2908,160226_haggling1,test,2,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.0,zero,00_04,00_13,medium,72,29.97,False,zero,6177,6106,10,affine,3f99890bdf54c7089738c603,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,2.0,positive,00_04,00_13,medium,70,29.97,False,small_medium,6177,6106,10,affine,e45f1ff3c1412ce466161238,2908,160226_haggling1,test,0,70,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,-2.0,negative,00_04,00_13,medium,69,29.97,False,small_medium,6177,6106,10,affine,d90f694c8f402643272c1870,2908,160226_haggling1,test,2,71,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,0.0,zero,00_04,00_13,medium,69,29.97,False,zero,6177,6106,10,affine,8e7dea36fa6ce120c37b8344,2908,160226_haggling1,test,0,69,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,2.0,positive,00_04,00_13,medium,67,29.97,False,small_medium,6177,6106,10,affine,9af41b490df0f18510738ea4,2908,160226_haggling1,test,0,67,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-7.5,negative,00_26,00_30,wide,64,29.97,False,near_boundary,6177,6106,10,offset,3ba2154897704d4dbf3bd6c5,2908,160226_haggling1,test,8,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-3.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6177,6106,10,offset,4eb80a236a1144855a1607bb,2908,160226_haggling1,test,3,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-0.5,negative,00_26,00_30,wide,71,29.97,False,near_zero,6177,6106,10,offset,b7c7196c91e49b6c42ea369d,2908,160226_haggling1,test,1,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6177,6106,10,offset,963978c9045cfa474b9ada93,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.25,positive,00_26,00_30,wide,71,29.97,False,near_zero,6177,6106,10,offset,962050a770f52f19b278926c,2908,160226_haggling1,test,0,71,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,2.0,positive,00_26,00_30,wide,70,29.97,False,small_medium,6177,6106,10,offset,17c2da015aebba39a9deb3e4,2908,160226_haggling1,test,0,70,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,7.5,positive,00_26,00_30,wide,64,29.97,False,near_boundary,6177,6106,10,offset,79cb9849762911acfb9ecc75,2908,160226_haggling1,test,0,64,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,-2.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6177,6106,10,affine,06652021ecb0938d495b7774,2908,160226_haggling1,test,3,72,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6177,6106,10,affine,37d9b43a837bf8e203f7964d,2908,160226_haggling1,test,0,72,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,2.0,positive,00_26,00_30,wide,72,29.97,False,small_medium,6177,6106,10,affine,58ccc592f67acecf6fdff585,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-2.0,negative,00_26,00_30,wide,70,29.97,False,small_medium,6177,6106,10,affine,09b9b87e1adce1bdad30fa7b,2908,160226_haggling1,test,2,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6177,6106,10,affine,f5afcafedabdfe7c5e39dbca,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,2.0,positive,00_26,00_30,wide,70,29.97,False,small_medium,6177,6106,10,affine,6371922e76964b4b7a3c748a,2908,160226_haggling1,test,0,70,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,-2.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6177,6106,10,affine,e2e87dcc7350c5594105a049,2908,160226_haggling1,test,2,71,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,0.0,zero,00_26,00_30,wide,69,29.97,False,zero,6177,6106,10,affine,b270eef0e14e76a37a309e9e,2908,160226_haggling1,test,0,69,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,2.0,positive,00_26,00_30,wide,67,29.97,False,small_medium,6177,6106,10,affine,1adad31ad0638b6c0fe5df0b,2908,160226_haggling1,test,0,67,Q1,2.397319
one_control,1.0,49547e707b85708afb3d,-7.5,negative,00_04,00_18,small,64,29.97,False,near_boundary,792,721,1,offset,5b30009e84729b82aec39e3e,2908,160422_haggling1,test,8,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-3.0,negative,00_04,00_18,small,69,29.97,False,small_medium,792,721,1,offset,8b2747a86a48d459d4806715,2908,160422_haggling1,test,3,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-0.5,negative,00_04,00_18,small,71,29.97,False,near_zero,792,721,1,offset,735b444a0f29a01740dd6afc,2908,160422_haggling1,test,1,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.0,zero,00_04,00_18,small,72,29.97,False,zero,792,721,1,offset,ba7e20d331356895abfd6173,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.25,positive,00_04,00_18,small,71,29.97,False,near_zero,792,721,1,offset,38ab9013bab58b7fb9f8aaa0,2908,160422_haggling1,test,0,71,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,792,721,1,offset,02b15205cf4d896fa943d225,2908,160422_haggling1,test,0,70,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,7.5,positive,00_04,00_18,small,64,29.97,False,near_boundary,792,721,1,offset,af7af45e9393cef672b0421d,2908,160422_haggling1,test,0,64,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,792,721,1,affine,4b1500964b9b82906d8f9892,2908,160422_haggling1,test,3,72,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,0.0,zero,00_04,00_18,small,72,29.97,False,zero,792,721,1,affine,0ead99dd109a0968d37f7b94,2908,160422_haggling1,test,0,72,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,2.0,positive,00_04,00_18,small,72,29.97,False,small_medium,792,721,1,affine,1b9173267cab741ee5d0ae6f,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-2.0,negative,00_04,00_18,small,70,29.97,False,small_medium,792,721,1,affine,9cf1110493bbfa959ed699a8,2908,160422_haggling1,test,2,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.0,zero,00_04,00_18,small,72,29.97,False,zero,792,721,1,affine,1fae9017494c18264f2e0419,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,792,721,1,affine,bff7140d1e578ae0d34e0849,2908,160422_haggling1,test,0,70,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,792,721,1,affine,12caefb147a6ebbada27e701,2908,160422_haggling1,test,2,71,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,0.0,zero,00_04,00_18,small,69,29.97,False,zero,792,721,1,affine,6c741b1f89e09ee5ec3a0f79,2908,160422_haggling1,test,0,69,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,2.0,positive,00_04,00_18,small,67,29.97,False,small_medium,792,721,1,affine,7a60ae620d74320b9e296005,2908,160422_haggling1,test,0,67,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-7.5,negative,00_08,00_13,medium,64,29.97,False,near_boundary,792,721,1,offset,8f6fb922aa48a89e60deb570,2908,160422_haggling1,test,8,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-3.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,792,721,1,offset,977e4b1e6a347a891835642e,2908,160422_haggling1,test,3,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-0.5,negative,00_08,00_13,medium,71,29.97,False,near_zero,792,721,1,offset,5e6bb66cd147bc37495f1393,2908,160422_haggling1,test,1,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,792,721,1,offset,9f98a2c30de1da74233f717e,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.25,positive,00_08,00_13,medium,71,29.97,False,near_zero,792,721,1,offset,b3b9230b40a4dc82f2d77cb6,2908,160422_haggling1,test,0,71,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,792,721,1,offset,125710ce3f81e30eae03f171,2908,160422_haggling1,test,0,70,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,7.5,positive,00_08,00_13,medium,64,29.97,False,near_boundary,792,721,1,offset,01c6c1ce00343b88484d5a19,2908,160422_haggling1,test,0,64,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,792,721,1,affine,8c1f8a4a04126333f2fc5cd0,2908,160422_haggling1,test,3,72,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,792,721,1,affine,e0539816e15fb5e7b81a3985,2908,160422_haggling1,test,0,72,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,2.0,positive,00_08,00_13,medium,72,29.97,False,small_medium,792,721,1,affine,2161ba3d410306c05d6cc0b1,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-2.0,negative,00_08,00_13,medium,70,29.97,False,small_medium,792,721,1,affine,906fe5f90de5b04fc076a891,2908,160422_haggling1,test,2,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,792,721,1,affine,9bb5fdfe2a853e9064bc05c6,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,792,721,1,affine,357011e293b958a6c51ed93e,2908,160422_haggling1,test,0,70,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,792,721,1,affine,516046ce2f26d0e33aac3ecb,2908,160422_haggling1,test,2,71,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,0.0,zero,00_08,00_13,medium,69,29.97,False,zero,792,721,1,affine,223fc7dfbe6059c010e8ec5b,2908,160422_haggling1,test,0,69,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,2.0,positive,00_08,00_13,medium,67,29.97,False,small_medium,792,721,1,affine,608870c50fd018eab97edabf,2908,160422_haggling1,test,0,67,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-7.5,negative,00_00,00_03,wide,64,29.97,False,near_boundary,792,721,1,offset,0add25a359dbd64a6decc284,2908,160422_haggling1,test,8,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-3.0,negative,00_00,00_03,wide,69,29.97,False,small_medium,792,721,1,offset,bc3588acf3238ead59dc7e4e,2908,160422_haggling1,test,3,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-0.5,negative,00_00,00_03,wide,71,29.97,False,near_zero,792,721,1,offset,578fb4f5c0f6ede24581a81a,2908,160422_haggling1,test,1,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.0,zero,00_00,00_03,wide,72,29.97,False,zero,792,721,1,offset,7b9fc921c22d17cd490b965a,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.25,positive,00_00,00_03,wide,71,29.97,False,near_zero,792,721,1,offset,2ecd775d3118b6e34baf4275,2908,160422_haggling1,test,0,71,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,2.0,positive,00_00,00_03,wide,70,29.97,False,small_medium,792,721,1,offset,31ec1d66abc0d391e3045ca6,2908,160422_haggling1,test,0,70,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,7.5,positive,00_00,00_03,wide,64,29.97,False,near_boundary,792,721,1,offset,9b0e787a1790f30351be56e2,2908,160422_haggling1,test,0,64,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,-2.0,negative,00_00,00_03,wide,69,29.97,False,small_medium,792,721,1,affine,9cb3ba38877d9b3c242ba7ae,2908,160422_haggling1,test,3,72,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,0.0,zero,00_00,00_03,wide,72,29.97,False,zero,792,721,1,affine,54a5e2e36790150f906bbf7e,2908,160422_haggling1,test,0,72,Q1,2.519201
below_one,0.96,49547e707b85708afb3d,2.0,positive,00_00,00_03,wide,72,29.97,False,small_medium,792,721,1,affine,d2cbabe6f9b86631eba9a878,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,-2.0,negative,00_00,00_03,wide,70,29.97,False,small_medium,792,721,1,affine,701170cfb1b5b2716b96fd58,2908,160422_haggling1,test,2,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,0.0,zero,00_00,00_03,wide,72,29.97,False,zero,792,721,1,affine,f9205bcf13461c0a66c0b3b6,2908,160422_haggling1,test,0,72,Q1,2.519201
one_control,1.0,49547e707b85708afb3d,2.0,positive,00_00,00_03,wide,70,29.97,False,small_medium,792,721,1,affine,9ceec4c5a70e0b607f3f0ffb,2908,160422_haggling1,test,0,70,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,-2.0,negative,00_00,00_03,wide,69,29.97,False,small_medium,792,721,1,affine,54455a3230475eb623f86e1c,2908,160422_haggling1,test,2,71,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,0.0,zero,00_00,00_03,wide,69,29.97,False,zero,792,721,1,affine,d623542a753e5690af7c645a,2908,160422_haggling1,test,0,69,Q1,2.519201
above_one,1.04,49547e707b85708afb3d,2.0,positive,00_00,00_03,wide,67,29.97,False,small_medium,792,721,1,affine,b9b6bd973c0d767e2b82682b,2908,160422_haggling1,test,0,67,Q1,2.519201
one_control,1.0,4bf14621364f9b2e3b3a,-7.5,negative,00_04,00_18,small,64,29.97,False,near_boundary,232,161,0,offset,f1067a973c6a6ec10c0c3b19,2908,160906_band4,train,8,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-3.0,negative,00_04,00_18,small,69,29.97,False,small_medium,232,161,0,offset,f40aef4909e39393c0455ae0,2908,160906_band4,train,3,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-0.5,negative,00_04,00_18,small,71,29.97,False,near_zero,232,161,0,offset,0b60fdf00c517ae1e97c299e,2908,160906_band4,train,1,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.0,zero,00_04,00_18,small,72,29.97,False,zero,232,161,0,offset,1aebf1a5a7176ecf0c2b4884,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.25,positive,00_04,00_18,small,71,29.97,False,near_zero,232,161,0,offset,00f2802a1b84c23ba73791d3,2908,160906_band4,train,0,71,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,232,161,0,offset,6d7666b0d2d1162c1826bc57,2908,160906_band4,train,0,70,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,7.5,positive,00_04,00_18,small,64,29.97,False,near_boundary,232,161,0,offset,9cdf3852cac54a9b7ec3b23e,2908,160906_band4,train,0,64,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,232,161,0,affine,5db982ceb051e0fe1e79caa2,2908,160906_band4,train,3,72,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,0.0,zero,00_04,00_18,small,72,29.97,False,zero,232,161,0,affine,60965603c9e7f70d0e486495,2908,160906_band4,train,0,72,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,2.0,positive,00_04,00_18,small,72,29.97,False,small_medium,232,161,0,affine,1fe039d877304bb389a3e938,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-2.0,negative,00_04,00_18,small,70,29.97,False,small_medium,232,161,0,affine,b9bef0e1f4d756ab5e2071f2,2908,160906_band4,train,2,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.0,zero,00_04,00_18,small,72,29.97,False,zero,232,161,0,affine,79514c58fa8ba45ab3b463b5,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,232,161,0,affine,ba6202c5516315b57f1b8992,2908,160906_band4,train,0,70,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,232,161,0,affine,8a6a8d8f6a1eeb6207577d74,2908,160906_band4,train,2,71,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,0.0,zero,00_04,00_18,small,69,29.97,False,zero,232,161,0,affine,3e02ab52e15e1004c76b8809,2908,160906_band4,train,0,69,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,2.0,positive,00_04,00_18,small,67,29.97,False,small_medium,232,161,0,affine,54c2cd00c00b831279884eb5,2908,160906_band4,train,0,67,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-7.5,negative,00_08,00_13,medium,64,29.97,False,near_boundary,232,161,0,offset,ffa49469b0f6358fd7e29a67,2908,160906_band4,train,8,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-3.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,232,161,0,offset,ce02214353983944ede14c9d,2908,160906_band4,train,3,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-0.5,negative,00_08,00_13,medium,71,29.97,False,near_zero,232,161,0,offset,28309639d1bc301a70e9d619,2908,160906_band4,train,1,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,232,161,0,offset,c0cf74af457f748bf2d8f509,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.25,positive,00_08,00_13,medium,71,29.97,False,near_zero,232,161,0,offset,cb7a47617451b06cc0e7224f,2908,160906_band4,train,0,71,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,232,161,0,offset,7d104b689d9ff43ac21accd7,2908,160906_band4,train,0,70,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,7.5,positive,00_08,00_13,medium,64,29.97,False,near_boundary,232,161,0,offset,88ab06ba668a95d9b303896e,2908,160906_band4,train,0,64,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,232,161,0,affine,f4aad6c68d53bff6a9ccf8d5,2908,160906_band4,train,3,72,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,232,161,0,affine,ddf0732bf5c46b7d529f8863,2908,160906_band4,train,0,72,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,2.0,positive,00_08,00_13,medium,72,29.97,False,small_medium,232,161,0,affine,b9c7cb3e1d222d109e644a11,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-2.0,negative,00_08,00_13,medium,70,29.97,False,small_medium,232,161,0,affine,d9abbad7d0b85b303a1e5f95,2908,160906_band4,train,2,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,232,161,0,affine,18cca092ebc28072aea9d320,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,232,161,0,affine,0843975b8e583b59b2f17152,2908,160906_band4,train,0,70,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,232,161,0,affine,0a8f535f8f57c140dec386bd,2908,160906_band4,train,2,71,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,0.0,zero,00_08,00_13,medium,69,29.97,False,zero,232,161,0,affine,ab7891b117f295b675ec76f9,2908,160906_band4,train,0,69,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,2.0,positive,00_08,00_13,medium,67,29.97,False,small_medium,232,161,0,affine,24d1a2fdc923579fb67e614d,2908,160906_band4,train,0,67,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-7.5,negative,00_09,00_25,wide,64,29.97,False,near_boundary,232,161,0,offset,57c90db9b10789688fd64be5,2908,160906_band4,train,8,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-3.0,negative,00_09,00_25,wide,69,29.97,False,small_medium,232,161,0,offset,883f6dc6220097ea550085d5,2908,160906_band4,train,3,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-0.5,negative,00_09,00_25,wide,71,29.97,False,near_zero,232,161,0,offset,20edd16eb84eb63c86c9bc7e,2908,160906_band4,train,1,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.0,zero,00_09,00_25,wide,72,29.97,False,zero,232,161,0,offset,e3ce6b6dda7a9ee925a3d097,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.25,positive,00_09,00_25,wide,71,29.97,False,near_zero,232,161,0,offset,13776169c5caaa063c0009af,2908,160906_band4,train,0,71,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,2.0,positive,00_09,00_25,wide,70,29.97,False,small_medium,232,161,0,offset,fe1f291366d4e2fb7f243efb,2908,160906_band4,train,0,70,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,7.5,positive,00_09,00_25,wide,64,29.97,False,near_boundary,232,161,0,offset,c6e7b281b16cb6bc5ea545f3,2908,160906_band4,train,0,64,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,-2.0,negative,00_09,00_25,wide,69,29.97,False,small_medium,232,161,0,affine,59e632917ef67d2e28db334c,2908,160906_band4,train,3,72,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,0.0,zero,00_09,00_25,wide,72,29.97,False,zero,232,161,0,affine,efd69c16dd3a167863d83bcf,2908,160906_band4,train,0,72,Q3,6.241352
below_one,0.96,4bf14621364f9b2e3b3a,2.0,positive,00_09,00_25,wide,72,29.97,False,small_medium,232,161,0,affine,843f0f0846c0b9017b25f8fa,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,-2.0,negative,00_09,00_25,wide,70,29.97,False,small_medium,232,161,0,affine,fd853cd7b72185aae9bdd031,2908,160906_band4,train,2,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,0.0,zero,00_09,00_25,wide,72,29.97,False,zero,232,161,0,affine,955c0cb48bcb53f26a5276d7,2908,160906_band4,train,0,72,Q3,6.241352
one_control,1.0,4bf14621364f9b2e3b3a,2.0,positive,00_09,00_25,wide,70,29.97,False,small_medium,232,161,0,affine,2b411480d27beb6f0ca5b09e,2908,160906_band4,train,0,70,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,-2.0,negative,00_09,00_25,wide,69,29.97,False,small_medium,232,161,0,affine,3f7c9f72fef60c9f0dac4bf7,2908,160906_band4,train,2,71,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,0.0,zero,00_09,00_25,wide,69,29.97,False,zero,232,161,0,affine,d16a6125317553f114bf2858,2908,160906_band4,train,0,69,Q3,6.241352
above_one,1.04,4bf14621364f9b2e3b3a,2.0,positive,00_09,00_25,wide,67,29.97,False,small_medium,232,161,0,affine,66bdafb30fa1ddd3cce2858e,2908,160906_band4,train,0,67,Q3,6.241352
one_control,1.0,52c8ad6a9cc1d8debda5,-7.5,negative,00_24,00_26,small,64,29.97,False,near_boundary,239,168,0,offset,fb9d143085cf7fa5b34f30a7,2908,160906_band1,train,8,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-3.0,negative,00_24,00_26,small,69,29.97,False,small_medium,239,168,0,offset,2fbdc81309aa500df1ba294e,2908,160906_band1,train,3,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-0.5,negative,00_24,00_26,small,71,29.97,False,near_zero,239,168,0,offset,0bff9b9d8f617b058526cbe7,2908,160906_band1,train,1,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.0,zero,00_24,00_26,small,72,29.97,False,zero,239,168,0,offset,b4b869b647c0a7e105c39387,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.25,positive,00_24,00_26,small,71,29.97,False,near_zero,239,168,0,offset,b1b240569414530bed785162,2908,160906_band1,train,0,71,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,2.0,positive,00_24,00_26,small,70,29.97,False,small_medium,239,168,0,offset,991c6b09bfcdf00699ed6b1d,2908,160906_band1,train,0,70,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,7.5,positive,00_24,00_26,small,64,29.97,False,near_boundary,239,168,0,offset,b00edbe5474afc72b8a4eea8,2908,160906_band1,train,0,64,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,-2.0,negative,00_24,00_26,small,69,29.97,False,small_medium,239,168,0,affine,2477e1b6ec93059973fe012b,2908,160906_band1,train,3,72,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,0.0,zero,00_24,00_26,small,72,29.97,False,zero,239,168,0,affine,33576318289faecdb43a7d5c,2908,160906_band1,train,0,72,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,2.0,positive,00_24,00_26,small,72,29.97,False,small_medium,239,168,0,affine,fd6732a0106dd50e6dbea80e,2908,160906_band1,train,0,72,Q4,9.772013
